OlinkID	Symbol	CSF_belowLOD	Plasma_belowLOD
OID20466	DGKZ	True	True
OID20467	PADI2	False	False
OID20468	PRKCQ	True	True
OID20469	IL17A	False	False
OID20470	NFATC3	True	True
OID20471	GALNT3	True	False
OID20472	IL5	True	False
OID20473	TNF	True	False
OID20474	TANK	True	False
OID20475	SPRY2	False	False
OID20476	TPT1	True	True
OID20496	SLAMF1	True	False
OID20497	ENAH	True	False
OID20498	IL15RA	False	False
OID20455	IL11	True	True
OID20456	IL17F	True	False
OID20457	SCGN	True	False
OID20458	CXCL14	True	False
OID20459	MVK	True	False
OID20460	WNT9A	False	False
OID20461	IL3RA	False	False
OID20462	SIT1	False	False
OID20463	FXYD5	True	True
OID20464	CXCL12	True	False
OID20465	NRTN	True	True
OID20477	IL17C	True	False
OID20478	YTHDF3	False	False
OID20479	WAS	True	True
OID20480	TNFRSF13C	False	False
OID20481	IL17D	False	False
OID20482	MILR1	False	False
OID20483	PRDX3	True	True
OID20484	ICA1	True	False
OID20485	IRAK1	False	False
OID20486	IL12RB1	True	False
OID20487	IL1RL2	False	False
OID20488	IL1A	True	True
OID20489	GBP2	True	True
OID20490	FGF5	False	False
OID20491	CSF3	True	False
OID20492	AMN	True	False
OID20493	ITGB6	True	False
OID20494	JCHAIN	True	False
OID20495	IFNG	True	False
OID20419	IL2	True	True
OID20420	IL10RA	True	False
OID20421	PAPPA	False	False
OID20422	IL20RA	False	False
OID20423	EIF5A	False	False
OID20424	JUN	True	True
OID20425	RAB37	True	False
OID20445	PNPT1	True	False
OID20446	ARTN	True	False
OID20447	RABGAP1L	True	False
OID20448	NCLN	True	True
OID20449	IL22RA1	True	False
OID20450	IL2RB	True	False
OID20451	MYO9B	True	False
OID20452	AOC1	True	True
OID20453	IL20	False	False
OID20454	RGS8	True	True
OID20426	IL4	True	True
OID20427	IL1B	True	False
OID20428	IL33	True	True
OID20429	LILRB4	False	False
OID20430	IL13	True	True
OID20431	IL10	True	False
OID20432	ARNT	True	True
OID20433	TNFAIP8	True	True
OID20434	LTO1	True	True
OID20435	ACTN4	True	True
OID20436	LAP3	True	False
OID20437	AMBN	False	False
OID20438	LRRN1	False	False
OID20439	PREB	True	True
OID20440	IL24	True	True
OID20441	CEP164	True	True
OID20442	NBN	True	False
OID20443	FCRL3	True	False
OID20444	PRKAB1	True	False
OID20520	HLA-DRA	False	False
OID20521	TBC1D5	True	False
OID20522	EPO	True	False
OID20523	CCL7	True	False
OID20524	DAPP1	True	False
OID20525	EDAR	False	False
OID20526	TRIM5	True	False
OID20527	DPP10	False	False
OID20528	ITGA6	True	False
OID20529	FCRL6	True	False
OID20530	LSP1	True	False
OID20531	STX8	False	False
OID20532	HLA-E	False	False
OID20533	TRIM21	True	False
OID20534	PSIP1	True	False
OID20535	IL7	True	False
OID20536	SAMD9L	True	False
OID20598	PTPRM	False	False
OID20599	CD70	True	False
OID20500	PARP1	True	False
OID20501	FABP9	True	False
OID20502	SRPK2	True	False
OID20503	FGF2	True	False
OID20504	ITM2A	False	False
OID20505	BACH1	True	False
OID20506	IFNLR1	False	False
OID20515	FOXO1	True	False
OID20516	VASH1	True	True
OID20517	BID	True	False
OID20519	METAP1D	True	False
OID20537	SIGLEC10	False	False
OID20538	ISM1	False	False
OID20539	SLC39A5	True	False
OID20540	BTN3A2	False	False
OID20541	MLN	False	False
OID20542	SCRN1	True	False
OID20543	PROK1	True	False
OID20544	IKBKG	True	False
OID20545	NFATC1	True	False
OID20546	CCL26	True	False
OID20547	CLEC4C	True	False
OID20548	CEACAM21	False	False
OID20549	PSMG3	False	False
OID20550	COL9A1	False	False
OID20551	GOPC	True	False
OID20552	MAP2K6	False	False
OID20553	NT5C3A	True	False
OID20554	ARHGEF12	True	False
OID20555	CASP2	True	False
OID20556	CNTNAP2	False	False
OID20557	MAPK9	True	False
OID20558	BCR	True	False
OID20559	CLIP2	True	False
OID20560	SELPLG	False	False
OID20561	CXADR	False	False
OID20562	IL15	False	False
OID20563	IL6	False	False
OID20564	FCAR	False	False
OID20565	CD83	False	False
OID20566	NCR1	True	False
OID20567	NCF2	True	False
OID20568	NPPC	False	False
OID20569	CCL28	True	False
OID20570	PTX3	True	False
OID20571	PTH1R	False	False
OID20572	EGLN1	False	False
OID20573	CLEC4A	False	False
OID20574	OSM	True	False
OID20575	HSD11B1	True	False
OID20576	IL4R	False	False
OID20577	IRAK4	True	False
OID20578	ICAM4	False	False
OID20579	DECR1	True	False
OID20580	LY75	False	False
OID20581	ITGA11	True	False
OID20582	AXIN1	True	False
OID20583	ANXA11	True	False
OID20584	CD4	False	False
OID20585	IL17RB	False	False
OID20586	LTA	False	False
OID20587	PIK3AP1	True	False
OID20588	MGMT	True	False
OID20589	HEXIM1	False	False
OID20590	CLEC4G	True	False
OID20591	NTF3	True	False
OID20592	TNFSF11	False	False
OID20593	MICB_MICA	False	False
OID20594	BANK1	True	False
OID20595	CD200R1	False	False
OID20596	KRT19	False	False
OID20597	PLXNA4	False	False
OID20600	TGFA	False	False
OID20601	IL5RA	False	False
OID20602	SLAMF7	False	False
OID20603	CD200	False	False
OID20604	GZMB	False	False
OID20605	IL32	False	False
OID20606	LIFR	False	False
OID20607	CD84	False	False
OID20608	RAB6A	False	False
OID20609	CLEC4D	True	False
OID20610	CCL3	False	False
OID20507	TRAF2	True	False
OID20508	SULT2A1	True	False
OID20509	SPINK4	True	False
OID20510	NUB1	True	False
OID20511	PSPN	False	False
OID20512	ALDH3A1	False	False
OID20513	BCL2L11	False	False
OID20514	SH2D1A	True	False
OID20631	CXCL8	False	False
OID20632	KLRD1	False	False
OID20633	IL16	False	False
OID20634	NFASC	False	False
OID20635	CD79B	False	False
OID20636	CLEC7A	False	False
OID20637	CD22	False	False
OID20638	LAMP3	True	False
OID20639	FCRL2	True	False
OID20640	LAT	True	False
OID20641	GMPR	False	False
OID20611	TNFSF10	False	False
OID20612	TLR3	False	False
OID20613	CXCL6	True	False
OID20614	PCDH1	False	False
OID20615	HPCAL1	True	False
OID20616	CD40LG	False	False
OID20617	CKAP4	False	False
OID20618	FKBP1B	True	True
OID20619	IDS	False	False
OID20620	DFFA	False	False
OID20621	TGFB1	False	False
OID20622	CXCL17	True	False
OID20623	NUDC	False	False
OID20624	TNFSF12	False	False
OID20625	EIF4G1	True	False
OID20626	BSG	False	False
OID20627	DNAJA2	False	False
OID20628	CD244	False	False
OID20629	KLRB1	False	False
OID20630	SERPINB8	False	False
OID20642	TPSAB1	False	False
OID20643	PPP1R9B	True	False
OID20644	PRDX5	True	False
OID20645	ADA	False	False
OID20646	TNFRSF11A	False	False
OID20647	CD160	False	False
OID20648	HCLS1	True	False
OID20649	CD6	False	False
OID20650	VEGFA	False	False
OID20651	ADAM23	False	False
OID20652	IL18R1	False	False
OID20653	TNFRSF4	False	False
OID20654	C1QA	False	False
OID20655	CCL13	True	False
OID20656	HGF	False	False
OID20657	MERTK	False	False
OID20658	AGRP	False	False
OID20660	CTSO	False	False
OID20661	FLT3LG	False	False
OID20662	VEGFD	False	False
OID20663	GZMA	False	False
OID20664	CLSTN2	False	False
OID20665	FASLG	False	False
OID20666	IL12B	False	False
OID20667	CDSN	True	False
OID20668	CCL11	False	False
OID20669	KYNU	False	False
OID20670	LY9	False	False
OID20671	CCL20	True	False
OID20672	MMP1	False	False
OID20673	PGF	False	False
OID20674	CCL25	False	False
OID20675	CXCL9	False	False
OID20676	SMPDL3A	False	False
OID20677	EPHA1	False	False
OID20678	IFNGR1	False	False
OID20679	CTSC	False	False
OID20680	CD276	False	False
OID20681	DBNL	False	False
OID20682	PKLR	False	False
OID20683	NCK2	True	False
OID20684	TIMP3	False	False
OID20685	PLA2G4A	True	False
OID20686	CCL21	False	False
OID20687	MMP10	False	False
OID20688	SCGB1A1	False	False
OID20689	ENPP7	False	False
OID20690	SIGLEC1	False	False
OID20691	F2R	False	False
OID20692	CD48	False	False
OID20693	CCL23	False	False
OID20694	IL18	False	False
OID20695	CCL4	False	False
OID20696	IL10RB	False	False
OID20697	CXCL10	False	False
OID20698	EGF	False	False
OID20699	CRLF1	False	False
OID20700	IL1RN	False	False
OID20701	CRIM1	False	False
OID20702	TNFRSF13B	False	False
OID20703	ANGPTL4	False	False
OID20704	CST7	False	False
OID20705	ERBB3	False	False
OID20706	NELL2	False	False
OID20707	MANF	False	False
OID20708	LY6D	False	False
OID20709	CCN2	False	False
OID20710	GLOD4	False	False
OID20711	MGLL	False	False
OID20712	DNER	False	False
OID20713	BTN2A1	False	False
OID20714	SHMT1	False	False
OID20715	FGF19	False	False
OID20716	CD58	False	False
OID20717	PTPN6	True	False
OID20718	HSPA1A	False	False
OID20719	CSF1	False	False
OID20720	SPINT2	False	False
OID20721	CKMT1A_CKMT1B	False	False
OID20722	FIS1	False	False
OID20723	SCGB3A2	False	False
OID20724	CD40	False	False
OID20725	OMD	False	False
OID20726	ANGPTL2	False	False
OID20727	GAL	False	False
OID20728	SCG3	False	False
OID20729	PDLIM7	False	False
OID20730	SMOC2	False	False
OID20731	TREM2	False	False
OID20732	MZB1	False	False
OID20733	TNFSF13	False	False
OID20734	ROBO1	False	False
OID20735	TNFRSF11B	False	False
OID20736	ENPP5	False	False
OID20737	LAIR1	False	False
OID20738	COLEC12	False	False
OID20739	SIRPB1	False	False
OID20740	ANGPT1	False	False
OID20741	PDGFB	False	False
OID20742	CRKL	False	False
OID20743	EPCAM	False	False
OID20744	DNPH1	False	False
OID20745	CCL17	False	False
OID20746	MEGF10	False	False
OID20747	CRHBP	False	False
OID20748	LGALS4	False	False
OID20749	LHPP	False	False
OID20750	TPP1	False	False
OID20751	CRELD2	False	False
OID20752	CTRC	False	False
OID20753	MEPE	False	False
OID20754	CDON	False	False
OID20755	ADGRE2	False	False
OID20756	AGER	False	False
OID20757	IL1R2	False	False
OID20758	ESM1	False	False
OID20759	SPON1	False	False
OID20760	ATP5IF1	False	False
OID20761	SKAP2	False	False
OID20762	CXCL1	False	False
OID20763	PRSS8	False	False
OID20764	PLAUR	False	False
OID20765	CCL22	False	False
OID20766	PRELP	False	False
OID20767	MATN2	False	False
OID20768	LTBR	False	False
OID20769	LAMA4	False	False
OID20770	FST	False	False
OID20771	CHRDL1	False	False
OID20772	CCL24	False	False
OID20773	LGMN	False	False
OID20774	DAG1	False	False
OID20775	PNLIPRP2	False	False
OID20776	OSCAR	False	False
OID20777	PON3	False	False
OID20778	FABP1	False	False
OID20779	MPIG6B	False	False
OID20780	B4GALT1	False	False
OID20781	LGALS9	False	False
OID20782	FSTL3	False	False
OID20783	TNFRSF14	False	False
OID20784	REG4	False	False
OID20785	WFIKKN2	False	False
OID20786	AGRN	False	False
OID20787	TFF2	False	False
OID20788	CXCL3	False	False
OID20789	NME3	False	False
OID20107	GLO1	False	False
OID20108	PAG1	False	False
OID20109	ADAM15	False	False
OID20110	USP8	False	False
OID20111	BMP6	False	False
OID20112	ITGB1BP2	True	False
OID20113	CTSH	False	False
OID20114	BAG6	False	False
OID20115	MSTN	False	False
OID20116	BOC	False	False
OID20117	ADH4	True	False
OID20118	CLTA	True	False
OID20119	EPHX2	True	True
OID20120	TP53INP1	True	True
OID20086	COMT	False	False
OID20087	MMP7	False	False
OID20088	PON2	False	False
OID20089	ADAMTS16	False	False
OID20090	GP2	True	False
OID20091	WASF1	True	False
OID20092	MPHOSPH8	True	False
OID20093	DNAJB8	True	False
OID20094	SLITRK6	False	False
OID20095	GPR37	False	False
OID20096	GZMH	False	False
OID20097	GYS1	True	False
OID20098	THPO	True	False
OID20049	NPPB	True	False
OID20050	TNNI3	True	True
OID20051	HNRNPK	True	False
OID20052	CEBPB	True	False
OID20053	VIM	True	True
OID20054	CHEK2	True	True
OID20055	CRHR1	True	False
OID20056	TSLP	True	False
OID20057	MFAP3	False	False
OID20099	CLEC1A	False	False
OID20100	ENTPD6	False	False
OID20101	IL6	False	False
OID20102	CEACAM8	True	False
OID20103	S100P	False	False
OID20104	ENTPD5	False	False
OID20105	ACE2	True	False
OID20106	DCN	False	False
OID20058	TCL1B	True	True
OID20059	DUOX2	True	False
OID20061	CTF1	True	False
OID20062	AKR1C4	False	False
OID20063	HEBP1	True	False
OID20068	TIA1	False	False
OID20069	CNPY2	False	False
OID20070	CRX	True	True
OID20071	VAMP5	True	False
OID20072	SUSD1	False	False
OID20073	RCOR1	True	False
OID20074	TNF	False	False
OID20075	CA5A	True	False
OID20076	FABP6	True	False
OID20077	STK11	True	False
OID20078	TSPAN1	True	False
OID20079	ACTA2	False	False
OID20080	MTPN	True	True
OID20081	EDIL3	False	False
OID20082	ZBTB17	True	False
OID20083	PTN	False	False
OID20084	CEP43	True	False
OID20085	IRAG2	False	False
OID20064	SERPINB5	False	False
OID20065	HK2	True	True
OID20066	GRK5	False	False
OID20067	VSTM2L	True	False
OID20128	LEPR	False	False
OID20129	TSHB	True	False
OID20130	S100A11	False	False
OID20131	VSIR	False	False
OID20132	PCDH17	False	False
OID20133	PDGFRA	False	False
OID20134	CDH17	True	False
OID20135	SNX9	False	False
OID20136	NTRK2	False	False
OID20137	ACY1	False	False
OID20138	DOK2	True	False
OID20139	AGXT	True	False
OID20140	STK4	True	False
OID20141	TGM2	False	False
OID20142	DPP7	False	False
OID20143	PLIN3	False	False
OID20195	GLRX	False	False
OID20196	KITLG	False	False
OID20197	PILRB	False	False
OID20198	CLUL1	False	False
OID20199	AHCY	False	False
OID20200	FABP2	False	False
OID20201	REN	False	False
OID20202	GDF2	True	False
OID20203	RNASE3	False	False
OID20204	SOST	False	False
OID20205	NPDC1	False	False
OID20206	CD69	False	False
OID20207	CXCL5	False	False
OID20157	CDH6	False	False
OID20158	IL19	False	False
OID20159	ACAN	False	False
OID20160	PLXNB3	False	False
OID20161	TYRO3	False	False
OID20162	EIF4EBP1	False	False
OID20121	CCL27	True	False
OID20122	AK1	True	False
OID20123	ANXA4	False	False
OID20124	ACOX1	True	True
OID20125	NTproBNP	False	False
OID20144	PLPBP	False	False
OID20145	ICAM5	False	False
OID20146	PRKAR1A	True	False
OID20147	IL6ST	False	False
OID20148	DCTPP1	False	False
OID20149	PM20D1	False	False
OID20150	LACTB2	False	False
OID20151	FADD	True	False
OID20152	CGREF1	False	False
OID20153	CXCL8	False	False
OID20154	LGALS1	False	False
OID20155	IGFBPL1	False	False
OID20156	MNDA	False	False
OID20163	PDCD6	False	False
OID20164	APLP1	False	False
OID20165	CLEC5A	False	False
OID20166	GSTA1	False	False
OID20167	IGSF8	False	False
OID20168	MEP1B	True	False
OID20169	SDC1	False	False
OID20170	CDH2	False	False
OID20171	MCFD2	False	False
OID20172	FCRL1	False	False
OID20173	GPNMB	False	False
OID20174	QDPR	False	False
OID20175	GHRL	False	False
OID20176	PPP1R2	False	False
OID20177	CD2AP	True	False
OID20178	NADK	False	False
OID20179	CBLIF	False	False
OID20180	TINAGL1	False	False
OID20181	CANT1	False	False
OID20182	SSC4D	True	False
OID20183	OLR1	False	False
OID20184	DIABLO	True	False
OID20185	LRP11	False	False
OID20186	SEMA3F	False	False
OID20187	LEP	False	False
OID20188	LPL	False	False
OID20189	ADGRG2	False	False
OID20190	SIGLEC7	False	False
OID20191	NPTXR	False	False
OID20192	GRAP2	True	False
OID20193	CDHR5	False	False
OID20194	THOP1	False	False
OID20208	COL4A1	False	False
OID20209	LILRA5	False	False
OID20210	MARCO	False	False
OID20211	ANGPTL1	False	False
OID20212	PRSS27	False	False
OID20213	SORT1	False	False
OID20214	SFTPD	False	False
OID20215	DDC	False	False
OID20216	SDC4	False	False
OID20217	HMOX1	False	False
OID20218	SNAP23	False	False
OID20219	SERPINA12	True	False
OID20220	GH1	False	False
OID20221	SPON2	False	False
OID20222	NECTIN2	False	False
OID20223	CHRDL2	False	False
OID20224	ROR1	False	False
OID20225	CA13	False	False
OID20226	CCDC80	False	False
OID20227	FBP1	True	False
OID20228	CTSL	False	False
OID20229	NRCAM	False	False
OID20230	HSPB1	False	False
OID20231	THBD	False	False
OID20232	KYAT1	False	False
OID20233	FAM3C	False	False
OID20234	TYMP	False	False
OID20126	CLC	True	False
OID20127	CNST	True	False
OID20301	LILRB2	False	False
OID20302	ST6GAL1	False	False
OID20303	TIE1	False	False
OID20304	SIRPA	False	False
OID20305	CASP3	False	False
OID20306	PTPRS	False	False
OID20307	CNTN1	False	False
OID20308	BPIFB1	False	False
OID20309	AZU1	True	False
OID20310	PTPRF	False	False
OID20311	NOTCH1	False	False
OID20312	CHIT1	False	False
OID20241	CA4	False	False
OID20242	EPHB4	False	False
OID20243	CDH5	False	False
OID20244	CES1	False	False
OID20245	FABP4	False	False
OID20246	IGFBP1	False	False
OID20247	PLAT	False	False
OID20248	ICAM2	False	False
OID20249	ADAMTS13	False	False
OID20250	IL1RL1	False	False
OID20251	GDF15	False	False
OID20252	PLA2G1B	False	False
OID20253	NOTCH3	False	False
OID20313	PDGFA	False	False
OID20235	PCSK9	False	False
OID20236	IGFBP7	False	False
OID20237	UMOD	False	False
OID20238	PLTP	False	False
OID20239	MFAP5	False	False
OID20240	LDLR	False	False
OID20254	LTBP2	False	False
OID20255	TGFBR3	False	False
OID20256	VWF	False	False
OID20257	PEAR1	False	False
OID20258	REG3A	False	False
OID20259	XG	False	False
OID20260	ADGRE5	False	False
OID20261	FUCA1	False	False
OID20262	CD209	False	False
OID20263	MB	False	False
OID20264	DKK3	False	False
OID20265	TNFRSF10C	False	False
OID20266	REG1B	False	False
OID20267	IL2RA	False	False
OID20268	PDGFRB	False	False
OID20269	MET	False	False
OID20270	ESAM	False	False
OID20271	CA3	False	False
OID20272	TNFSF13B	False	False
OID20273	ALCAM	False	False
OID20274	PLA2G2A	True	False
OID20275	MSMB	False	False
OID20276	CTSB	False	False
OID20277	ICAM3	False	False
OID20278	DPT	False	False
OID20279	CRTAC1	False	False
OID20280	CPA1	False	False
OID20281	SERPINA11	False	False
OID20282	CXCL16	False	False
OID20283	SEMA7A	False	False
OID20284	LGALS3	False	False
OID20285	MEGF9	False	False
OID20286	CORO1A	True	False
OID20287	ENG	False	False
OID20288	ENPP2	False	False
OID20289	CPB1	False	False
OID20290	SELE	False	False
OID20291	PAM	False	False
OID20292	COL6A3	False	False
OID20293	CST6	False	False
OID20294	CSTB	False	False
OID20295	DLK1	False	False
OID20296	GUSB	False	False
OID20297	SCARF1	False	False
OID20298	CELA3A	False	False
OID20299	CCN3	False	False
OID20300	HYOU1	False	False
OID20314	ACP5	False	False
OID20315	ITGB2	False	False
OID20316	FAS	False	False
OID20317	PLXNB2	False	False
OID20318	GAS6	False	False
OID20319	EGFR	False	False
OID20320	QPCT	False	False
OID20321	RNASET2	False	False
OID20322	SPP1	False	False
OID20323	LILRB1	False	False
OID20324	LILRB5	False	False
OID20325	IGFBP2	False	False
OID20326	PI3	False	False
OID20327	RETN	False	False
OID20328	CCL15	False	False
OID20329	PRTN3	True	False
OID20330	FAP	False	False
OID20331	PPIB	False	False
OID20332	COL18A1	False	False
OID20333	AMY2A	False	False
OID20334	CCL16	False	False
OID20335	COL1A1	False	False
OID20336	BLMH	False	False
OID20337	PRCP	False	False
OID20338	PGLYRP1	False	False
OID20339	CD59	False	False
OID20340	AMY2B	False	False
OID20341	TCN2	False	False
OID20342	SERPINE1	False	False
OID20343	MCAM	False	False
OID20344	DEFA1_DEFA1B	False	False
OID20345	VASN	False	False
OID20346	ART3	False	False
OID20347	CNDP1	False	False
OID20348	IL18BP	False	False
OID20349	F9	False	False
OID20350	ANPEP	False	False
OID20351	SSC5D	False	False
OID20352	ITIH3	True	False
OID20353	CDH1	False	False
OID20354	NCAM1	False	False
OID20355	LBP	False	False
OID20356	OSMR	False	False
OID20357	HYAL1	False	False
OID20358	CTSD	False	False
OID20359	TNC	False	False
OID20360	CD163	False	False
OID20361	SPARCL1	False	False
OID20362	NID1	False	False
OID20363	AXL	False	False
OID20364	PRSS2	False	False
OID20365	CTSZ	False	False
OID20366	CHL1	False	False
OID20367	C1QTNF1	False	False
OID20368	THBS4	False	False
OID20369	TFRC	False	False
OID20370	KIT	False	False
OID20371	TFF3	False	False
OID20372	F7	False	False
OID20373	RARRES2	False	False
OID20374	APOM	False	False
OID20375	TIMD4	False	False
OID20376	ITGB1	False	False
OID20377	CD55	False	False
OID20378	CD14	False	False
OID20379	SELP	False	False
OID20380	CD46	False	False
OID20381	GP1BA	False	False
OID20382	FCN2	False	False
OID20383	HSPG2	False	False
OID20384	PCOLCE	False	False
OID20385	IL6R	False	False
OID20386	SOD1	False	False
OID20387	FCGR3B	False	False
OID20388	TFPI	False	False
OID20389	AOC3	False	False
OID20390	NRP1	False	False
OID20391	FCGR2A	False	False
OID20392	LCN2	False	False
OID20393	CR2	False	False
OID20394	ADA2	False	False
OID20395	CCL18	False	False
OID20396	VCAM1	False	False
OID20397	CD93	False	False
OID20398	IGFBP3	False	False
OID20399	CHI3L1	False	False
OID20400	CST3	False	False
OID20401	CCL14	False	False
OID20402	PROC	False	False
OID20403	ANG	False	False
OID20404	FETUB	False	False
OID20405	COMP	False	False
OID20406	DPP4	False	False
OID20407	ANGPTL3	False	False
OID20408	PTGDS	False	False
OID20409	CA1	False	False
OID20410	C2	False	False
OID20411	ICAM1	False	False
OID20412	CCL5	True	False
OID20413	IGFBP6	False	False
OID20414	EFEMP1	False	False
OID20415	REG1A	False	False
OID20416	GGH	False	False
OID20417	TGFBI	False	False
OID20418	TIMP1	False	False
